PATIENT_ID,PSMC1,BRCA1,MCM2,BRCA2
TCGA.D8.A1JI.01,0.02020822,0.9422527,0.03215733,0.92620675
TCGA.D8.A1JJ.01,0.0267717,0.89157849,0.04780694,0.88872201
TCGA.D8.A1JK.01,0.02516415,0.89884464,0.16370318,0.8723539
TCGA.D8.A1JL.01,0.02829018,0.91002932,0.03269152,0.83703924
TCGA.D8.A1JM.01,0.0268566,0.83741842,0.05676503,0.34302473
TCGA.D8.A1JN.01,0.0345664,0.8720741,0.2616659,0.9481962
TCGA.D8.A1JP.01,0.04141635,0.92693969,0.03913755,0.90936681
TCGA.D8.A1JS.01,0.02654204,0.92623533,0.03562076,0.95227943
TCGA.D8.A1JT.01,0.03247857,0.93681016,0.03901729,0.94621006
TCGA.D8.A1JU.01,0.02849995,0.91149312,0.07146945,0.90201517
TCGA.D8.A1X5.01,0.02485767,0.90711477,0.04009636,0.86169647
TCGA.D8.A1X6.01,0.02684948,0.92587479,0.03198995,0.83910836
TCGA.D8.A1X7.01,0.03205007,0.92763004,0.02144589,0.89197796
TCGA.D8.A1X8.01,0.02576168,0.92842043,0.0744938,0.90006868
TCGA.D8.A1X9.01,0.04258282,0.93365903,0.19659547,0.9381746
TCGA.D8.A1XA.01,0.0275407,0.95026792,0.0378024,0.94459615
TCGA.D8.A1XB.01,0.04008731,0.93635631,0.09631945,0.92004668
TCGA.D8.A1XC.01,0.03525497,0.92692458,0.03804376,0.93621753
TCGA.D8.A1XD.01,0.03301266,0.95136325,0.44713487,0.93770962
TCGA.D8.A1XF.01,0.03497867,0.94034954,0.57770922,0.94168947
TCGA.D8.A1XG.01,0.03319608,0.93273005,0.06761887,0.95982308
TCGA.D8.A1XJ.01,0.02915773,0.89635422,0.09544448,0.93951845
TCGA.D8.A1XK.01,0.02259809,0.90463124,0.0436294,0.12848461
TCGA.D8.A1XL.01,0.02901476,0.93006196,0.07273708,0.89089392
TCGA.D8.A1XM.01,0.02240089,0.92494452,0.32595179,0.86433945
TCGA.D8.A1XO.01,0.02799283,0.91144281,0.07230237,0.90936342
TCGA.D8.A1XQ.01,0.0295744,0.92227661,0.03544999,0.90995304
TCGA.D8.A1XR.01,0.02762636,0.89034666,0.02837854,0.93679466
TCGA.D8.A1XS.01,0.02279051,0.93606669,0.04452649,0.88157254
TCGA.D8.A1XT.01,0.02900851,0.92876418,0.04640219,0.86173371
TCGA.D8.A1XU.01,0.02548269,0.92178063,0.0466258,0.87671671
TCGA.D8.A1XV.01,0.02177169,0.91652712,0.03718898,0.94388819
TCGA.D8.A1XW.01,0.03126752,0.91736633,0.03458151,0.38064302
TCGA.D8.A1XY.01,0.02753305,0.92397615,0.02409239,0.91560036
TCGA.D8.A1XZ.01,0.02797866,0.89896912,0.03986665,0.91843577
TCGA.D8.A1Y0.01,0.0266647,0.91745528,0.08071125,0.88871229
TCGA.D8.A1Y1.01,0.03153553,0.91173765,0.03070731,0.88426093
TCGA.D8.A1Y2.01,0.0283038,0.91542712,0.03376378,0.81069983
TCGA.D8.A1Y3.01,0.12930583,0.95335745,0.19616761,0.91192806
TCGA.D8.A27E.01,0.04539939,0.92130978,0.03579506,0.89560304
TCGA.D8.A27F.01,0.02961028,0.92820435,0.037912,0.36332414
TCGA.D8.A27G.01,0.04424677,0.91484957,0.3793384,0.91464318
TCGA.D8.A27H.01,0.02758702,0.92531553,0.02957612,0.65651619
TCGA.D8.A27I.01,0.02361515,0.94329617,0.06364156,0.92732392
TCGA.D8.A27K.01,0.03930478,0.92946888,0.0409859,0.90478431
TCGA.D8.A27L.01,0.02837875,0.92863527,0.04553079,0.88904422
TCGA.D8.A27M.01,0.03023184,0.93527162,0.03204812,0.65592241
TCGA.D8.A27N.01,0.03650564,0.93060913,0.03207141,0.85353416
TCGA.D8.A27P.01,0.02821954,0.93273,0.07439631,0.94731584
TCGA.D8.A27R.01,0.0339113,0.92043913,0.03569087,0.93968929
TCGA.D8.A27T.01,0.03710881,0.92803943,0.04321115,0.93708779
TCGA.D8.A27V.01,0.05721995,0.92219175,0.06866539,0.93594986
TCGA.D8.A27W.01,0.04485679,0.9363716,0.08513718,0.93313149
TCGA.D8.A3Z5.01,0.02770643,0.93172634,0.10127891,0.9237806
TCGA.D8.A3Z6.01,0.02973213,0.93558403,0.03957905,0.93106639
TCGA.D8.A4Z1.01,0.03272813,0.92572064,0.15840932,0.92334919
TCGA.D8.A73U.01,0.02419868,0.90161577,0.04277698,0.83124179
TCGA.D8.A73W.01,0.03204006,0.94278008,0.03115605,0.91489136
TCGA.D8.A73X.01,0.02207703,0.91271378,0.07955041,0.89422253
TCGA.E2.A105.01,0.04351141,0.93770097,0.35003882,0.93921749
TCGA.E2.A107.01,0.03799329,0.9284727,0.31939595,0.95210131
TCGA.E2.A108.01,0.03237267,0.92888862,0.04124211,0.85687688
TCGA.E2.A109.01,0.03301194,0.93330052,0.06182913,0.94349686
TCGA.E2.A10A.01,0.01815843,0.9274034,0.05844536,0.93694733
TCGA.E2.A10B.01,0.03799724,0.89231611,0.03398805,0.92392105
TCGA.E2.A10C.01,0.033421,0.89124197,0.211785,0.9255435
TCGA.E2.A10E.01,0.0277786,0.91590179,0.05044863,0.93793382
TCGA.E2.A10F.01,0.03619741,0.92609557,0.03794717,0.9125594
TCGA.E2.A14N.01,0.03421428,0.90919956,0.04517651,0.86053637
TCGA.E2.A14O.01,0.02231555,0.94042545,0.06168647,0.90550114
TCGA.E2.A14P.01,0.02842961,0.91704521,0.12751439,0.46590131
TCGA.E2.A14Q.01,0.02316828,0.89119121,0.07461234,0.86357418
TCGA.E2.A14R.01,0.02827156,0.90134341,0.04649609,0.14320974
TCGA.E2.A14S.01,0.02264894,0.9107701,0.04966694,0.92776002
TCGA.E2.A14T.01,0.0642346,0.9130028,0.03070125,0.93758639
TCGA.E2.A14U.01,0.02903554,0.93364686,0.11447626,0.9054885
TCGA.E2.A14V.01,0.01994408,0.89643186,0.06221734,0.92367172
TCGA.E2.A14W.01,0.02041342,0.93269209,0.0346606,0.86558746
TCGA.E2.A14X.01,0.02130303,0.8936364,0.03518471,0.91366735
TCGA.E2.A14Y.01,0.0212674,0.84309208,0.10120775,0.72087356
TCGA.E2.A14Z.01,0.03281851,0.90198341,0.03730745,0.7901067
TCGA.E2.A150.01,0.0272573,0.89667829,0.04712662,0.40991501
TCGA.E2.A152.01,0.01805505,0.89213158,0.08070497,0.81998887
TCGA.E2.A153.01,0.02428954,0.90395956,0.05553674,0.85133982
TCGA.E2.A154.01,0.02435266,0.91313241,0.05040617,0.94663918
TCGA.E2.A155.01,0.02397564,0.8932881,0.04961186,0.96204988
TCGA.E2.A156.01,0.01823448,0.90479653,0.05280533,0.94124525
TCGA.E2.A158.01,0.01591528,0.8970283,0.03506004,0.14044089
TCGA.E2.A159.01,0.0474674,0.90407489,0.04938859,0.64264807
TCGA.E2.A15A.01,0.02917443,0.93371799,0.04653669,0.87366096
TCGA.E2.A15C.01,0.02411136,0.9074416,0.08813311,0.93169828
TCGA.E2.A15D.01,0.03045442,0.89894786,0.02655264,0.95062512
TCGA.E2.A15E.01,0.02547471,0.91054513,0.0855862,0.92780877
TCGA.E2.A15F.01,0.03540003,0.92619015,0.0518573,0.91211726
TCGA.E2.A15G.01,0.02517919,0.90288803,0.08497371,0.93606124
TCGA.E2.A15H.01,0.02121388,0.89333442,0.0518612,0.90357071
TCGA.E2.A15I.01,0.02681686,0.93570686,0.04581948,0.82514627
TCGA.E2.A15J.01,0.03074603,0.9322852,0.04110558,0.9501575
TCGA.E2.A15K.01,0.02490985,0.92495558,0.04530825,0.92330522
TCGA.E2.A15L.01,0.02152546,0.92585018,0.08205674,0.94971194
TCGA.E2.A15M.01,0.02345345,0.91001311,0.03825506,0.87345007
TCGA.E2.A15O.01,0.01839789,0.92646269,0.04709399,0.9488473
TCGA.E2.A15P.01,0.02923766,0.88779381,0.04778105,0.91549455
TCGA.E2.A15R.01,0.02074001,0.9048937,0.70578353,0.92827022
TCGA.E2.A15S.01,0.03221779,0.91063302,0.20503436,0.95689417
TCGA.E2.A15T.01,0.02691376,0.94613457,0.04265633,0.94882621
TCGA.E2.A1AZ.01,0.03119109,0.9336577,0.03247147,0.55735554
TCGA.E2.A1B0.01,0.0268907,0.93319979,0.03216571,0.87914943
TCGA.E2.A1B1.01,0.03222552,0.92891599,0.06837621,0.89903982
TCGA.E2.A1B4.01,0.03579255,0.93468089,0.06610364,0.95390743
TCGA.E2.A1B5.01,0.027821,0.89125475,0.03842333,0.84070744
TCGA.E2.A1B6.01,0.03466838,0.91533816,0.03242601,0.77545518
TCGA.E2.A1BC.01,0.02876378,0.9086451,0.05690359,0.93099574
TCGA.E2.A1BD.01,0.03586408,0.92467394,0.03223251,0.94848198
TCGA.E2.A1IE.01,0.02453805,0.92148245,0.06921264,0.94720187
TCGA.E2.A1IF.01,0.03172363,0.93329849,0.05758947,0.87561502
TCGA.E2.A1IG.01,0.02669125,0.94006407,0.07707728,0.92018773
TCGA.E2.A1IH.01,0.03184157,0.9234873,0.05977219,0.86663512
TCGA.E2.A1II.01,0.02962374,0.89065242,0.03608778,0.81251924
TCGA.E2.A1IJ.01,0.02734589,0.9408141,0.04954072,0.81999589
TCGA.E2.A1IK.01,0.02170171,0.94265114,0.03538421,0.89275735
TCGA.E2.A1IL.01,0.03696041,0.94328205,0.06261909,0.95541627
TCGA.E2.A1IN.01,0.02793065,0.87946966,0.04276529,0.91969504
TCGA.E2.A1IO.01,0.02636918,0.93853596,0.06076073,0.89325068
TCGA.E2.A1IU.01,0.0215052,0.93372247,0.08321268,0.90337447
TCGA.E2.A1L6.01,0.02002106,0.83436633,0.09486687,0.87020712
TCGA.E2.A1L7.01,0.02682116,0.74449522,0.17274411,0.91273672
TCGA.E2.A1L8.01,0.04405147,0.92748015,0.04549851,0.82975566
TCGA.E2.A1L9.01,0.02594983,0.9241814,0.05248345,0.88215067
TCGA.E2.A1LA.01,0.02532851,0.91429624,0.03374628,0.83376809
TCGA.E2.A1LB.01,0.02552732,0.89536729,0.08610085,0.90475018
TCGA.E2.A1LE.01,0.03078226,0.9281858,0.04823764,0.8731579
TCGA.E2.A1LG.01,0.02788463,0.88702539,0.04090344,0.31103684
TCGA.E2.A1LH.01,0.02895572,0.92361661,0.04865102,0.65748817
TCGA.E2.A1LI.01,0.05259283,0.92818578,0.04042494,0.71520963
TCGA.E2.A1LK.01,0.02399287,0.93402674,0.02757648,0.67697983
TCGA.E2.A1LL.01,0.03059526,0.95255797,0.12401324,0.87315583
TCGA.E2.A1LS.01,0.09524913,0.90105373,0.15420491,0.1968537
TCGA.E2.A2P5.01,0.03006584,0.91080082,0.11506258,0.89669535
TCGA.E2.A2P6.01,0.03206529,0.93948205,0.03577156,0.9343766
TCGA.E2.A3DX.01,0.03185516,0.91665943,0.08212642,0.84209549
TCGA.E2.A56Z.01,0.03317119,0.92804328,0.07736863,0.95431364
TCGA.E2.A570.01,0.02361175,0.9012075,0.05523634,0.91223546
TCGA.E2.A573.01,0.02821982,0.93271258,0.04045227,0.71301017
TCGA.E2.A574.01,0.02611935,0.93937216,0.04824543,0.73081485
TCGA.E2.A576.01,0.02243442,0.90170636,0.10989753,0.92114943
TCGA.E2.A9RU.01,0.05224092,0.82733497,0.10523659,0.94157976
TCGA.E9.A1N3.01,0.111308,0.9365108,0.1157276,0.9256648
TCGA.E9.A1N4.01,0.02097886,0.90704348,0.04550573,0.86404381
TCGA.E9.A1N5.01,0.03574581,0.9280441,0.1613255,0.88707323
TCGA.E9.A1N6.01,0.02485949,0.91661741,0.05522314,0.87104555
TCGA.E9.A1N8.01,0.03564062,0.91429758,0.03153416,0.19042624
TCGA.E9.A1N9.01,0.03139106,0.93528977,0.11334829,0.92733926
TCGA.E9.A1NA.01,0.02727312,0.93739177,0.05843686,0.83486477
TCGA.E9.A1NC.01,0.04989583,0.92055323,0.0365048,0.85471189
TCGA.E9.A1ND.01,0.02756122,0.93569,0.05485709,0.79821954
TCGA.E9.A1NE.01,0.02092452,0.91755238,0.19792649,0.81701174
TCGA.E9.A1NF.01,0.02853518,0.92147743,0.05740571,0.87635947
TCGA.E9.A1NG.01,0.02582071,0.89708216,0.037047,0.77385451
TCGA.E9.A1NH.01,0.03239069,0.93618218,0.06455884,0.92794356
TCGA.E9.A1NI.01,0.04805084,0.93478194,0.03369482,0.93136336
TCGA.E9.A1QZ.01,0.03450087,0.9295843,0.04710968,0.88126067
TCGA.E9.A1R0.01,0.0373458,0.93361434,0.03278305,0.90127493
TCGA.E9.A1R2.01,0.03376229,0.94780057,0.12330442,0.87809051
TCGA.E9.A1R3.01,0.02650069,0.92860926,0.04237339,0.88108251
TCGA.E9.A1R4.01,0.02443534,0.92990209,0.02692423,0.82815191
TCGA.E9.A1R5.01,0.02459793,0.92561852,0.03875522,0.94540814
TCGA.E9.A1R6.01,0.03351552,0.92026576,0.04322127,0.92851194
TCGA.E9.A1R7.01,0.02486153,0.95126745,0.05518301,0.91776404
TCGA.E9.A1RA.01,0.02601329,0.91395231,0.04737126,0.84717497
TCGA.E9.A1RB.01,0.04067017,0.92399293,0.07733282,0.8304178
TCGA.E9.A1RC.01,0.1059553,0.9147019,0.1713346,0.9347285
TCGA.E9.A1RD.01,0.10280977,0.94061002,0.14930059,0.91547825
TCGA.E9.A1RE.01,0.03342293,0.91943183,0.05593163,0.94427431
TCGA.E9.A1RF.01,0.11838681,0.91420496,0.17970493,0.88880988
TCGA.E9.A1RG.01,0.02939521,0.93506776,0.03144065,0.93901106
TCGA.E9.A1RH.01,0.03455346,0.93495239,0.53960458,0.92852793
TCGA.E9.A1RI.01,0.02880195,0.95728133,0.07667638,0.89250543
TCGA.E9.A226.01,0.1417567,0.90463418,0.18826112,0.92862162
TCGA.E9.A227.01,0.02578854,0.89568682,0.04254823,0.84377372
TCGA.E9.A228.01,0.1160898,0.9459158,0.1451058,0.8929053
TCGA.E9.A229.01,0.02873861,0.9202582,0.06407154,0.88380594
TCGA.E9.A22A.01,0.09879589,0.94125633,0.27299493,0.83208584
TCGA.E9.A22B.01,0.1112775,0.925386,0.4227223,0.9047419
TCGA.E9.A22D.01,0.10519575,0.92181054,0.20232095,0.838377
TCGA.E9.A22E.01,0.12671782,0.89749364,0.13859078,0.78808045
TCGA.E9.A22G.01,0.09941671,0.8248994,0.09283035,0.27201272
TCGA.E9.A22H.01,0.03529895,0.91362,0.04136591,0.88998172
TCGA.E9.A243.01,0.02884821,0.91237945,0.03476188,0.63462025
TCGA.E9.A244.01,0.03477447,0.92694912,0.02872723,0.48239793
TCGA.E9.A245.01,0.03227454,0.93706915,0.03931646,0.9258046
TCGA.E9.A247.01,0.02861729,0.941241,0.04550797,0.94544217
TCGA.E9.A248.01,0.03933642,0.94474302,0.08450409,0.78229125
TCGA.E9.A249.01,0.03876895,0.94499533,0.03338664,0.91575264
TCGA.E9.A24A.01,0.03110572,0.9486727,0.03227424,0.80788552
TCGA.E9.A295.01,0.0311396,0.93152968,0.03609797,0.94871293
TCGA.E9.A2JS.01,0.02838272,0.95494318,0.11072504,0.91988754
TCGA.E9.A2JT.01,0.04735929,0.94412777,0.04747068,0.81267969
TCGA.E9.A3HO.01,0.04310812,0.89753281,0.10903023,0.91481865
TCGA.E9.A3Q9.01,0.0307826,0.92360373,0.03450064,0.86522072
TCGA.E9.A3QA.01,0.0267583,0.92709086,0.04040339,0.67696487
TCGA.E9.A3X8.01,0.0345202,0.93121196,0.04461198,0.8910855
TCGA.E9.A54X.01,0.0457398,0.89615907,0.05617127,0.94569634
TCGA.E9.A54Y.01,0.03102881,0.92089373,0.09752238,0.93751884
TCGA.E9.A5UO.01,0.03027837,0.93912593,0.03512592,0.93663423
TCGA.E9.A5UP.01,0.02743705,0.92764867,0.03152074,0.92778371
TCGA.E9.A6HE.01,0.02935305,0.88743542,0.07238444,0.8861414
TCGA.EW.A1IW.01,0.02202666,0.92642314,0.16227371,0.87884003
TCGA.EW.A1IX.01,0.02375593,0.92796856,0.10817064,0.84927991
TCGA.EW.A1IY.01,0.02271097,0.91310479,0.04409251,0.86187601
TCGA.EW.A1IZ.01,0.02617487,0.94296637,0.06049873,0.79512108
TCGA.EW.A1J1.01,0.02487236,0.90158488,0.0344059,0.89853635
TCGA.EW.A1J2.01,0.03049741,0.9387577,0.08877762,0.88639381
TCGA.EW.A1J3.01,0.02460519,0.93433211,0.05693983,0.92277668
TCGA.EW.A1J5.01,0.02714795,0.93896681,0.18730075,0.88566879
TCGA.EW.A1J6.01,0.02421354,0.93658952,0.03978566,0.88671142
TCGA.EW.A1OV.01,0.02353611,0.93868554,0.07663556,0.86895381
TCGA.EW.A1OW.01,0.02281584,0.94461759,0.03922586,0.92027117
TCGA.EW.A1OX.01,0.02276089,0.91013361,0.03992577,0.95489519
TCGA.EW.A1OY.01,0.034878,0.93779007,0.03905422,0.92025546
TCGA.EW.A1OZ.01,0.04054827,0.93688549,0.18572415,0.89677115
TCGA.EW.A1P0.01,0.02702124,0.92976917,0.02831304,0.91731919
TCGA.EW.A1P1.01,0.03362383,0.94390583,0.09304448,0.89388138
TCGA.EW.A1P3.01,0.02677381,0.94016827,0.06074698,0.87086209
TCGA.EW.A1P4.01,0.0232063,0.87477156,0.03522627,0.47691645
TCGA.EW.A1P5.01,0.03120134,0.93152893,0.06233684,0.85773574
TCGA.EW.A1P6.01,0.02371083,0.91099713,0.04264345,0.90207304
TCGA.EW.A1P7.01,0.02392927,0.92275371,0.02802248,0.8176547
TCGA.EW.A1P8.01,0.03101081,0.91670743,0.04794292,0.33859535
TCGA.EW.A1PA.01,0.02965941,0.92892744,0.47924648,0.90069996
TCGA.EW.A1PB.01,0.03581684,0.91762179,0.0302002,0.36888795
TCGA.EW.A1PC.01,0.03050836,0.93793643,0.05166234,0.9164635
TCGA.EW.A1PD.01,0.02982013,0.92965417,0.04309348,0.90803808
TCGA.EW.A1PE.01,0.0301726,0.93898665,0.04298614,0.87922855
TCGA.EW.A1PF.01,0.02308099,0.93370087,0.05492529,0.85932884
TCGA.EW.A1PG.01,0.03803706,0.94975427,0.11353748,0.8719134
TCGA.EW.A1PH.01,0.02474924,0.92076761,0.03046967,0.625636
TCGA.EW.A2FR.01,0.02941475,0.93087202,0.07591855,0.80227764
TCGA.EW.A2FS.01,0.02437246,0.94348216,0.06613303,0.91958488
TCGA.EW.A2FV.01,0.02840679,0.93895697,0.05953917,0.89878377
TCGA.EW.A2FW.01,0.03236607,0.93622556,0.04708243,0.95344429
TCGA.EW.A3E8.01,0.02403928,0.94286382,0.22731222,0.87020488
TCGA.EW.A3U0.01,0.02791277,0.92925144,0.02452963,0.70873404
TCGA.EW.A423.01,0.02831583,0.94185044,0.04471476,0.89552058
TCGA.EW.A424.01,0.02910176,0.92054804,0.09026903,0.93290067
TCGA.EW.A6S9.01,0.03064537,0.90411095,0.05042393,0.90695072
TCGA.EW.A6SA.01,0.03769771,0.87369088,0.04454929,0.92523658
TCGA.EW.A6SB.01,0.03047658,0.90724506,0.03567072,0.64080622
TCGA.EW.A6SC.01,0.02941099,0.88901878,0.26060352,0.93070385
TCGA.EW.A6SD.01,0.0269114,0.86980654,0.06423454,0.32196064
TCGA.GI.A2C8.01,0.04237585,0.93408541,0.03447671,0.84460949
TCGA.GI.A2C9.01,0.04694108,0.9251779,0.03251122,0.82441069
TCGA.GM.A2D9.01,0.02916364,0.94403605,0.09388845,0.90619533
TCGA.GM.A2DA.01,0.03670558,0.91760541,0.07020685,0.87488595
TCGA.GM.A2DB.01,0.04488288,0.93253704,0.04148378,0.91089993
TCGA.GM.A2DC.01,0.02922852,0.95989758,0.03540648,0.9226558
TCGA.GM.A2DD.01,0.02981378,0.92539577,0.06105987,0.88298032
TCGA.GM.A2DF.01,0.03559388,0.94014293,0.2395491,0.86017958
TCGA.GM.A2DH.01,0.03649749,0.94173443,0.08679435,0.82977842
TCGA.GM.A2DI.01,0.03927173,0.94301237,0.05468427,0.83109673
TCGA.GM.A2DK.01,0.03587636,0.94645018,0.05122484,0.86003592
TCGA.GM.A2DL.01,0.03818108,0.9293109,0.04377429,0.90810252
TCGA.GM.A2DM.01,0.02863822,0.94823398,0.02462163,0.69186536
TCGA.GM.A2DN.01,0.03229583,0.94413171,0.06053002,0.89257864
TCGA.GM.A2DO.01,0.02917065,0.93791717,0.30269624,0.8758743
TCGA.GM.A3NW.01,0.02655416,0.92409968,0.4392316,0.91967523
TCGA.GM.A3NY.01,0.02602343,0.93162316,0.06403413,0.9101324
TCGA.GM.A3XG.01,0.02969074,0.94013816,0.15036021,0.89178523
TCGA.GM.A3XL.01,0.02395273,0.91051533,0.09156017,0.72739068
TCGA.GM.A3XN.01,0.03098171,0.91756611,0.05713003,0.84885111
TCGA.GM.A4E0.01,0.03579641,0.90393069,0.05271994,0.85618975
TCGA.GM.A5PV.01,0.02264857,0.94093613,0.06801385,0.93832564
TCGA.GM.A5PX.01,0.0288446,0.92116107,0.06717549,0.91495548
TCGA.HN.A2NL.01,0.03475552,0.92396145,0.08314135,0.88476215
TCGA.JL.A3YW.01,0.03796151,0.91561134,0.1107611,0.88054361
TCGA.JL.A3YX.01,0.02874903,0.94215672,0.04522541,0.94205536
TCGA.LD.A66U.01,0.02634543,0.87843198,0.15821308,0.89545662
TCGA.LD.A74U.01,0.02946401,0.87648462,0.06530808,0.87033782
TCGA.LD.A7W5.01,0.0360906,0.92965865,0.173758,0.88733365
TCGA.LD.A7W6.01,0.02912107,0.92828127,0.25260333,0.93834752
TCGA.LD.A9QF.01,0.03341821,0.88663515,0.04268846,0.74874966
TCGA.LL.A440.01,0.02876612,0.93902866,0.06798298,0.80943398
TCGA.LL.A441.01,0.02383005,0.93192202,0.07709916,0.71609106
TCGA.LL.A442.01,0.02739228,0.93706525,0.03786842,0.89685462
TCGA.LL.A50Y.01,0.0446523,0.92338728,0.16429019,0.90831402
TCGA.LL.A5YL.01,0.02758242,0.92129802,0.06226815,0.90734632
TCGA.LL.A5YM.01,0.03741659,0.9333267,0.21536478,0.92014991
TCGA.LL.A5YN.01,0.02645323,0.90029101,0.02724631,0.87348749
TCGA.LL.A5YO.01,0.02309737,0.92264629,0.07377956,0.85842981
TCGA.LL.A5YP.01,0.03125142,0.92782963,0.06064111,0.51697533
TCGA.LL.A6FP.01,0.0216743,0.89269149,0.03113649,0.94339098
TCGA.LL.A6FQ.01,0.03061787,0.86497834,0.04565313,0.92659715
TCGA.LL.A6FR.01,0.02467942,0.89927873,0.0253575,0.56745769
TCGA.LL.A73Y.01,0.03016902,0.89694871,0.04592423,0.47553176
TCGA.LL.A73Z.01,0.04434818,0.86820839,0.11016382,0.88943369
TCGA.LL.A740.01,0.03069669,0.88392111,0.0417203,0.92288799
TCGA.LL.A7SZ.01,0.02441329,0.91019442,0.02903476,0.93431137
TCGA.LL.A7T0.01,0.03313219,0.92235818,0.05679266,0.93712636
TCGA.LL.A8F5.01,0.02666525,0.92170555,0.03439542,0.80550485
TCGA.LL.A9Q3.01,0.03762955,0.87514168,0.09629045,0.92007546
TCGA.LQ.A4E4.01,0.02858579,0.93251496,0.22732286,0.92812751
TCGA.MS.A51U.01,0.03221622,0.89652195,0.08248538,0.92696579
TCGA.OL.A5RU.01,0.03006647,0.8990726,0.04599758,0.91846872
TCGA.OL.A5RV.01,0.02886068,0.91782182,0.11879067,0.90461369
TCGA.OL.A5RW.01,0.02581493,0.90435394,0.04156063,0.9174424
TCGA.OL.A5RX.01,0.03438375,0.91100661,0.08779295,0.91565992
TCGA.OL.A5RY.01,0.03263104,0.92183913,0.06933376,0.85332384
TCGA.OL.A5RZ.01,0.03103453,0.88653225,0.0539984,0.93572237
TCGA.OL.A5S0.01,0.03866554,0.92449545,0.03371779,0.5173369
TCGA.OL.A66H.01,0.02550051,0.93208385,0.03331877,0.89198122
TCGA.OL.A66I.01,0.02424523,0.9203225,0.02424235,0.74323303
TCGA.OL.A66J.01,0.02358749,0.93421109,0.40628111,0.88816605
TCGA.OL.A66K.01,0.0370041,0.81051976,0.03396452,0.94385945
TCGA.OL.A66L.01,0.02638301,0.91444079,0.04839684,0.91525476
TCGA.OL.A66N.01,0.03494324,0.88464401,0.03988445,0.90701033
TCGA.OL.A66O.01,0.02521129,0.89143897,0.50468228,0.9386885
TCGA.OL.A66P.01,0.02560052,0.87749244,0.04090113,0.78368624
TCGA.OL.A6VO.01,0.04732114,0.91988826,0.06266977,0.89695496
TCGA.OL.A6VQ.01,0.0342653,0.82576863,0.05533222,0.94201233
TCGA.OL.A6VR.01,0.03331389,0.86188731,0.05654686,0.91607914
TCGA.OL.A97C.01,0.02852842,0.8886649,0.04321835,0.821344
TCGA.PL.A8LV.01,0.02624947,0.93950583,0.03692206,0.91647496
TCGA.PL.A8LX.01,0.02187291,0.93557936,0.02372931,0.82602085
TCGA.PL.A8LY.01,0.0255555,0.9315327,0.08435021,0.81421617
TCGA.PL.A8LZ.01,0.02809789,0.8866665,0.03783083,0.74236534
TCGA.S3.A6ZF.01,0.02331893,0.87817194,0.02698879,0.90960121
TCGA.S3.A6ZG.01,0.04357303,0.89556844,0.14364292,0.95255637
TCGA.S3.A6ZH.01,0.02584195,0.87764327,0.19614806,0.93179705
TCGA.S3.AA0Z.01,0.03469332,0.8669973,0.04178888,0.2545127
TCGA.S3.AA10.01,0.04115391,0.9143574,0.05142531,0.87606456
TCGA.S3.AA11.01,0.0324388,0.90650568,0.64505893,0.94961596
TCGA.S3.AA12.01,0.02428103,0.93693215,0.8135748,0.96479293
TCGA.S3.AA14.01,0.04060632,0.87217286,0.09130034,0.9508729
TCGA.S3.AA15.01,0.03969035,0.88978592,0.03491509,0.88122422
TCGA.S3.AA17.01,0.02709526,0.93127019,0.02494939,0.84679893
TCGA.UL.AAZ6.01,0.04051869,0.84445298,0.04215205,0.96258881
TCGA.UU.A93S.01,0.03441323,0.83924088,0.03058763,0.93753577
TCGA.V7.A7HQ.01,0.02081763,0.9157471,0.08915047,0.91320998
TCGA.W8.A86G.01,0.03078261,0.89502928,0.11483382,0.9285656
TCGA.WT.AB41.01,0.05069987,0.88911274,0.05637933,0.93230905
TCGA.WT.AB44.01,0.03282928,0.8500713,0.12902335,0.94492539
TCGA.XX.A899.01,0.0292571,0.89621637,0.05583372,0.85658846
TCGA.XX.A89A.01,0.03202923,0.89782218,0.02398928,0.86998251
TCGA.Z7.A8R5.01,0.04460503,0.90229641,0.10133085,0.90846112
TCGA.Z7.A8R6.01,0.02180876,0.91205698,0.07909415,0.90234647
